county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Lake,26/03/2021,1,0,1,63,0,0,0
Humboldt,20/12/2020,7,3,10,270,1,0,12
Sonoma,01/04/2021,17,3,20,682,4,0,15
Imperial,14/09/2020,20,1,21,259,6,0,6
Madera,23/09/2021,24,2,26,278,7,0,6
Sutter,04/06/2020,0,0,0,14,0,0,
Tuolumne,29/05/2021,1,0,1,72,1,0,3
San Mateo,08/08/2021,42,9,51,693,7,1,17
Sonoma,21/11/2020,24,0,24,576,6,0,6
Shasta,06/03/2021,13,0,13,567,4,0,19
Yuba,09/09/2020,20,0,20,265,3,0,6
El Dorado,15/08/2020,2,0,2,189,2,0,11
Kings,20/06/2021,6,0,6,98,3,0,2
Monterey,16/04/2020,20,22,,,4,0,23
San Francisco,30/03/2021,28,9,37,2143,5,1,79
San Mateo,31/01/2021,139,5,144,724,31,0,18
San Mateo,25/06/2020,22,5,27,1089,10,1,49
Mono,11/10/2020,0,0,0,17,0,0,2
Santa Barbara,18/05/2021,16,0,16,603,3,0,45
Riverside,22/01/2021,1422,117,1539,3405,349,5,38
Fresno,13/04/2020,22,57,,,12,8,60
Monterey,18/07/2021,11,0,11,736,2,0,26
San Francisco,07/08/2020,79,11,90,1832,30,0,54
Mono,11/09/2021,0,0,0,17,0,0,2
Stanislaus,27/06/2021,44,7,51,1311,12,0,42
Madera,14/09/2021,30,3,33,278,7,0,2
Mariposa,22/04/2021,0,0,0,14,0,0,0
Contra Costa,17/06/2020,23,9,32,1628,10,3,96
Trinity,01/07/2021,0,0,0,25,0,0,0
Ventura,19/07/2021,40,2,42,1104,8,0,50
Monterey,23/07/2020,41,1,42,763,11,0,26
Lassen,24/03/2021,0,0,0,25,0,0,0
Santa Barbara,05/06/2021,8,0,8,603,1,0,33
Alameda,28/07/2020,213,43,256,2343,64,3,114
Nevada,02/02/2021,10,1,11,134,1,0,4
Kern,24/03/2021,80,3,83,1119,16,0,35
Placer,15/03/2021,40,6,46,784,9,0,27
Trinity,30/04/2020,0,0,0,54,0,0,
Los Angeles,20/01/2021,7073,340,7413,19392,1687,30,236
Santa Clara,05/08/2021,129,16,145,3076,32,3,87
Fresno,26/10/2020,95,12,107,1651,25,1,24
Orange,27/09/2021,288,7,295,5884,72,2,156
Humboldt,15/04/2021,4,2,6,272,1,1,8
Placer,03/08/2021,114,17,131,769,26,1,10
Fresno,06/06/2021,51,15,66,1530,8,2,21
Plumas,23/05/2020,0,0,0,45,0,0,
Merced,03/10/2020,6,0,6,271,3,0,12
Sacramento,26/08/2020,215,39,254,2480,59,6,111
Mariposa,16/09/2021,0,0,0,12,0,0,0
San Francisco,14/07/2021,23,5,28,2050,6,1,77
Plumas,20/06/2021,0,0,0,35,0,0,0
San Joaquin,28/07/2020,231,40,271,1018,74,7,21
El Dorado,30/06/2020,3,1,4,235,1,1,3
Tuolumne,27/08/2020,2,0,2,84,0,0,1
Stanislaus,21/09/2021,257,8,265,1365,65,3,11
Del Norte,22/04/2020,0,2,2,,0,1,3
Yuba,28/11/2020,32,0,32,265,9,0,1
Orange,31/03/2021,131,17,148,5795,22,2,254
Lake,23/02/2021,4,0,4,63,0,0,5
Calaveras,20/09/2021,4,0,4,33,2,0,3
San Joaquin,13/08/2021,175,4,179,975,39,1,4
Yuba,20/01/2021,44,0,44,261,16,0,2
Merced,11/08/2021,29,0,29,271,10,0,1
Santa Barbara,19/04/2020,29,7,,,16,1,60
Mendocino,17/05/2020,1,0,1,180,1,0,4
Sacramento,19/07/2020,204,37,241,2863,70,7,75
Mariposa,08/12/2020,3,0,3,19,0,0,0
Santa Clara,06/04/2021,95,10,105,2985,22,1,95
Fresno,18/06/2020,72,26,98,2131,13,0,70
Merced,12/08/2021,27,0,27,272,12,0,2
Lake,21/12/2020,7,0,7,77,2,0,2
Stanislaus,22/09/2020,92,26,118,1301,29,2,22
Tulare,23/04/2020,30,1,31,882,11,0,16
Solano,06/08/2021,93,11,104,625,16,1,5
San Mateo,27/01/2021,149,12,161,735,37,2,12
San Mateo,19/05/2020,41,30,71,1096,10,5,26
Mariposa,26/01/2021,0,0,0,14,0,0,0
San Joaquin,06/09/2021,261,9,270,948,69,1,8
Mono,19/04/2021,0,0,0,17,0,0,2
San Mateo,04/09/2020,37,5,42,686,12,2,27
San Luis Obispo,25/04/2020,1,4,5,526,1,1,28
Inyo,02/03/2021,2,0,2,29,0,0,2
Riverside,18/10/2020,153,55,208,3319,43,9,118
Modoc,03/07/2021,0,0,0,12,0,0,0
Placer,16/01/2021,154,7,161,751,28,1,10
El Dorado,29/04/2021,1,0,1,190,0,0,2
Plumas,22/06/2021,0,0,0,35,0,0,0
Contra Costa,28/01/2021,189,14,203,1313,50,3,33
Madera,08/05/2020,1,0,1,530,0,0,26
Kern,17/04/2021,28,2,30,1099,6,0,46
Monterey,09/09/2020,27,1,28,729,9,0,24
Fresno,20/08/2021,351,24,375,1636,65,0,13
Madera,22/06/2020,6,1,7,528,2,0,15
Riverside,07/05/2021,65,30,95,3240,20,2,97
Solano,27/08/2021,150,8,158,610,27,0,44
Fresno,24/07/2020,311,65,376,1501,65,4,13
Santa Clara,27/02/2021,187,33,220,3056,62,3,57
Kern,15/09/2021,335,0,335,1259,73,0,20
El Dorado,14/04/2020,20,3,,,0,0,12
Tehama,14/09/2021,29,0,29,59,7,0,0
Shasta,17/09/2021,95,0,95,568,22,0,7
Plumas,30/05/2021,0,0,0,35,0,0,0
Lassen,11/03/2021,0,0,0,25,0,0,0
Riverside,01/06/2020,203,104,307,3969,62,14,148
El Dorado,12/05/2020,0,2,2,199,0,0,10
San Diego,06/11/2020,284,54,338,6949,95,15,255
Glenn,09/07/2020,0,0,0,47,0,0,
Santa Clara,23/04/2021,66,14,80,3032,20,1,81
Mariposa,29/12/2020,1,0,1,19,0,0,0
San Joaquin,29/07/2021,84,13,97,924,22,2,4
Calaveras,16/07/2020,0,0,0,50,0,0,10
Orange,22/05/2020,269,89,358,6993,127,18,397
Tehama,05/05/2021,4,0,4,54,1,0,3
Inyo,03/05/2021,0,0,0,29,0,0,2
Madera,11/10/2020,10,9,19,263,1,0,26
Los Angeles,28/12/2020,7415,297,7712,20266,1496,34,356
Imperial,10/06/2020,79,0,79,212,16,0,2
Modoc,04/11/2020,0,0,0,41,0,0,0
Nevada,04/02/2021,14,2,16,128,2,0,2
Marin,31/07/2021,11,4,15,332,2,0,7
Inyo,04/05/2021,0,0,0,29,0,0,2
Santa Barbara,24/09/2020,23,4,27,666,5,0,50
El Dorado,08/06/2020,1,5,6,235,1,2,11
Lassen,05/04/2021,0,0,0,25,0,0,0
Ventura,07/06/2021,12,4,16,1119,1,0,59
Yolo,28/02/2021,16,0,16,125,6,0,3
San Diego,08/05/2020,334,73,407,6156,129,15,328
Calaveras,02/01/2021,3,0,3,33,0,0,4
Del Norte,05/04/2021,2,0,2,53,2,0,0
Imperial,10/03/2021,12,0,12,234,7,0,6
Amador,10/07/2020,1,1,2,51,1,0,1
Los Angeles,15/09/2020,780,348,1128,20011,238,56,968
Glenn,25/07/2020,0,2,2,47,0,0,0
Santa Barbara,17/10/2020,12,2,14,666,3,1,61
Santa Barbara,05/04/2020,31,26,,,18,2,59
Los Angeles,28/04/2020,1962,581,2543,20337,597,130,1209
Lassen,23/09/2021,7,0,7,25,0,0,0
Butte,14/08/2021,63,0,63,461,6,0,11
Tulare,04/12/2020,104,2,106,641,11,1,10
Madera,16/01/2021,47,8,55,281,17,0,0
Mono,15/06/2021,0,0,0,17,0,0,2
Santa Cruz,16/03/2021,7,0,7,372,1,0,9
Tehama,31/12/2020,21,0,21,59,1,0,0
Stanislaus,16/11/2020,102,20,122,1272,17,1,17
San Francisco,30/04/2021,17,6,23,2136,7,1,92
Contra Costa,02/07/2020,56,20,76,1579,19,5,140
San Luis Obispo,14/12/2020,32,0,32,460,9,0,20
Humboldt,01/01/2021,5,2,7,269,1,1,20
Santa Clara,14/05/2021,57,15,72,3044,14,4,82
Mariposa,16/04/2020,0,1,,,0,0,
Lassen,27/05/2020,0,1,1,25,0,0,
Contra Costa,24/02/2021,90,18,108,1296,28,3,45
San Joaquin,26/07/2020,227,36,263,1050,79,14,16
Merced,12/04/2020,0,3,,,0,2,2
Mendocino,04/06/2021,4,0,4,92,3,0,3
Modoc,10/09/2021,0,0,0,12,0,0,0
Kings,01/11/2020,12,3,15,193,3,2,16
San Diego,05/05/2021,143,23,166,6485,37,4,207
Tehama,08/04/2020,0,2,,,0,0,4
Solano,04/02/2021,118,11,129,597,32,1,12
Modoc,18/07/2021,0,0,0,12,0,0,0
Kern,23/03/2021,85,7,92,1107,18,0,40
Trinity,23/05/2021,0,0,0,25,0,0,0
Mendocino,05/03/2021,2,0,2,111,0,0,2
Los Angeles,08/07/2020,1995,822,2817,23875,524,101,1311
San Joaquin,26/08/2021,265,6,271,941,69,0,8
Monterey,26/04/2021,12,0,12,720,2,0,26
Santa Barbara,06/04/2020,34,26,,,19,5,54
Madera,28/08/2020,25,12,37,274,8,0,2
Mendocino,05/07/2020,0,0,0,180,0,0,2
Napa,30/08/2020,3,1,4,359,0,0,25
Mendocino,24/05/2021,4,0,4,120,3,0,9
Nevada,10/10/2020,2,0,2,116,0,0,5
Alameda,15/06/2020,98,31,129,2968,37,9,148
San Bernardino,30/12/2020,1707,78,1785,4135,339,6,41
Mono,26/01/2021,0,0,0,17,0,0,0
Mendocino,30/04/2021,0,0,0,83,0,0,3
Fresno,05/09/2021,397,8,405,1574,90,1,14
Alameda,20/04/2020,85,52,,,38,4,59
Imperial,25/05/2020,69,6,75,210,23,0,9
Santa Cruz,18/03/2021,9,0,9,372,1,0,7
Imperial,14/08/2020,36,1,37,259,12,0,13
Ventura,05/09/2021,128,6,134,1166,40,0,24
Mariposa,02/06/2021,0,0,0,14,0,0,0
Santa Barbara,05/05/2020,31,4,35,717,13,2,99
Imperial,31/12/2020,167,1,168,265,52,0,6
Merced,30/04/2021,13,0,13,271,3,0,8
Tuolumne,12/04/2021,0,0,0,84,0,0,1
Imperial,19/01/2021,122,0,122,234,52,0,2
Plumas,28/08/2021,6,0,6,35,0,0,0
Sonoma,02/05/2020,3,14,17,789,2,1,49
Inyo,24/10/2020,0,0,0,29,0,0,4
Imperial,29/07/2020,67,0,67,261,23,0,1
San Benito,31/05/2021,0,0,0,25,0,0,1
Fresno,07/09/2020,153,16,169,1511,41,2,24
Humboldt,03/06/2020,1,5,6,352,0,0,7
San Diego,10/09/2021,550,20,570,6511,180,3,183
Plumas,05/04/2021,0,0,0,35,0,0,0
Stanislaus,07/05/2020,25,14,39,1369,1,4,75
Santa Cruz,30/08/2021,19,0,19,372,4,0,3
Mendocino,12/08/2020,16,0,16,150,4,0,4
Amador,03/10/2020,0,0,0,51,0,0,6
Los Angeles,07/10/2020,724,353,1077,20087,185,43,958
Kings,24/04/2021,9,0,9,97,0,0,6
El Dorado,17/10/2020,0,0,0,189,0,0,10
Sutter,17/05/2021,0,0,0,14,0,0,0
Marin,01/07/2020,30,2,32,390,12,0,5
Trinity,06/09/2021,0,0,0,25,0,0,0
Modoc,13/04/2021,1,0,1,12,0,0,0
Mariposa,20/04/2021,0,0,0,14,0,0,0
Tehama,21/05/2020,0,0,0,106,0,0,8
San Luis Obispo,19/07/2021,6,1,7,460,1,0,23
Humboldt,11/09/2020,2,1,3,275,2,0,4
Modoc,09/09/2021,0,0,0,12,0,0,0
Marin,27/10/2020,5,3,8,450,0,0,17
San Diego,15/11/2020,317,53,370,6918,106,10,273
Fresno,30/03/2020,10,88,,,3,14,24
Tuolumne,27/04/2020,0,1,1,151,0,1,2
San Joaquin,28/06/2020,129,31,160,1430,34,6,52
Glenn,16/12/2020,5,0,5,47,0,0,0
San Luis Obispo,28/08/2021,49,4,53,460,12,1,11
Lassen,20/07/2020,0,0,0,65,0,0,
Fresno,17/07/2021,58,7,65,1542,12,1,15
Los Angeles,24/05/2020,1443,547,1990,23608,448,101,1227
Ventura,17/12/2020,240,19,259,1215,64,3,31
Mariposa,07/03/2021,0,0,0,14,0,0,0
Ventura,29/05/2021,17,4,21,1150,1,1,39
Alameda,01/07/2021,41,26,67,2505,15,3,103
Shasta,04/05/2020,0,0,0,667,0,0,12
Alameda,14/07/2021,70,17,87,2469,21,2,107
Siskiyou,26/10/2020,3,0,3,56,1,0,10
Orange,19/11/2020,333,41,374,5908,102,4,175
Shasta,11/04/2020,5,3,,,2,0,12
Humboldt,03/08/2021,22,0,22,267,6,0,3
Tulare,22/09/2020,41,9,50,677,7,0,23
Tulare,10/02/2021,117,7,124,672,16,0,4
Mariposa,03/06/2020,0,0,0,30,0,0,
Santa Clara,25/03/2021,107,18,125,3041,30,4,55
Placer,10/05/2021,46,11,57,797,7,1,16
Orange,05/10/2020,176,52,228,5698,63,10,210
Amador,31/03/2021,2,1,3,52,0,0,2
Modoc,29/08/2020,0,0,0,41,0,0,0
Sonoma,24/06/2021,16,0,16,722,4,0,19
Placer,11/02/2021,76,8,84,782,18,1,9
Siskiyou,19/03/2021,1,0,1,56,0,0,2
Ventura,24/06/2020,52,34,86,1360,15,8,53
San Joaquin,28/01/2021,253,16,269,908,73,0,5
Yolo,17/06/2020,2,0,2,186,0,0,6
Nevada,19/12/2020,17,3,20,134,4,1,1
Placer,03/04/2020,21,23,,,10,1,7
Contra Costa,09/11/2020,45,12,57,1485,14,2,44
Tehama,01/07/2021,0,0,0,59,0,0,3
Riverside,08/05/2020,189,88,277,3902,77,27,158
Yolo,22/11/2020,15,0,15,96,8,0,5
San Diego,23/08/2021,673,22,695,6498,167,3,182
Kings,11/08/2021,54,0,54,121,4,0,2
Sutter,15/03/2021,0,0,0,14,0,0,0
San Joaquin,28/12/2020,331,10,341,908,81,2,9
Santa Barbara,26/01/2021,203,9,212,603,58,2,13
Lake,26/07/2020,0,0,0,65,0,0,4
Lake,23/04/2021,0,0,0,65,0,0,2
Madera,18/12/2020,38,2,40,275,7,0,6
Mariposa,06/02/2021,0,0,0,14,0,0,0
Riverside,06/09/2020,171,59,230,3307,59,10,94
San Benito,19/12/2020,12,0,12,25,3,0,0
Yolo,20/07/2021,10,0,10,128,8,0,0
Amador,18/10/2020,0,0,0,51,0,0,2
Butte,29/03/2021,4,0,4,451,0,0,13
Siskiyou,15/07/2021,1,0,1,56,0,0,3
Sutter,31/07/2021,0,0,0,14,0,0,0
Ventura,18/05/2021,21,5,26,1140,2,1,42
Tehama,25/07/2020,0,0,0,59,0,0,4
Shasta,29/12/2020,45,0,45,567,5,0,13
Stanislaus,15/05/2021,93,5,98,1298,16,0,37
Stanislaus,15/08/2021,221,14,235,1309,46,2,18
San Joaquin,09/05/2020,16,28,44,1366,4,7,24
Monterey,28/04/2021,14,0,14,720,3,0,20
Santa Barbara,10/06/2020,26,5,31,717,6,0,68
Sacramento,18/06/2020,34,13,47,2462,13,1,180
Fresno,22/06/2021,46,13,59,1539,7,0,22
Del Norte,21/11/2020,0,0,0,51,0,0,2
Napa,29/09/2021,15,0,15,212,7,0,2
Fresno,01/12/2020,291,27,318,1732,61,3,9
Kings,26/11/2020,50,0,50,193,6,0,12
Tulare,26/06/2021,7,4,11,660,0,1,23
Tehama,11/12/2020,11,0,11,59,1,0,2
Sacramento,11/03/2021,118,19,137,2603,30,6,76
Ventura,29/01/2021,376,14,390,1213,82,2,23
Del Norte,04/11/2020,0,0,0,51,0,0,2
Placer,18/07/2020,48,22,70,759,8,1,26
Siskiyou,19/06/2020,1,0,1,65,1,0,3
Merced,02/10/2021,41,0,41,271,12,0,2
Tehama,21/04/2021,3,0,3,59,0,0,5
Inyo,29/05/2020,0,0,0,42,0,0,3
Monterey,29/07/2021,21,0,21,736,1,0,31
Trinity,09/04/2020,0,0,,,0,0,
Tehama,24/09/2021,34,0,34,60,7,0,1
El Dorado,31/08/2021,23,0,23,190,8,0,1
Sonoma,01/11/2020,20,4,24,504,4,0,7
Madera,22/04/2020,0,3,3,568,0,0,22
Merced,09/05/2021,2,1,3,41,0,0,2
Tuolumne,02/09/2021,15,0,15,72,4,0,1
Calaveras,10/01/2021,12,0,12,33,4,0,3
El Dorado,25/07/2021,10,0,10,190,3,0,2
San Joaquin,02/11/2020,28,8,36,1007,6,2,42
Inyo,16/08/2021,2,0,2,29,0,0,2
Fresno,09/01/2021,635,38,673,1545,114,3,11
Santa Barbara,19/09/2020,23,3,26,666,4,0,64
Orange,09/04/2020,146,117,,,45,29,206
Butte,25/04/2021,10,0,10,451,1,0,13
Inyo,07/10/2020,1,1,2,29,0,0,4
Sutter,28/07/2021,0,0,0,14,0,0,0
Yolo,17/11/2020,14,0,14,96,7,0,2
Lake,11/02/2021,7,0,7,62,0,0,3
Inyo,30/07/2021,0,0,0,29,0,0,2
Calaveras,09/05/2021,1,0,1,33,0,0,5
San Luis Obispo,30/09/2020,1,0,1,451,0,0,25
San Benito,18/03/2021,0,0,0,25,0,0,0
Riverside,22/07/2020,534,139,673,4061,155,28,66
Modoc,19/07/2020,0,0,0,41,0,0,
Humboldt,26/11/2020,2,1,3,275,0,0,2
Imperial,26/04/2020,26,12,38,252,8,2,5
Plumas,03/03/2021,0,0,0,35,0,0,0
Napa,20/04/2021,3,0,3,210,1,0,3
San Joaquin,17/07/2020,192,40,232,1430,59,4,38
Santa Cruz,17/01/2021,83,1,84,372,12,0,0
Humboldt,29/06/2020,0,3,3,352,0,1,2
Riverside,21/02/2021,441,51,492,3161,132,5,43
Los Angeles,14/09/2020,804,343,1147,19858,244,56,1023
Marin,19/08/2021,18,1,19,333,5,1,11
Solano,21/11/2020,60,7,67,581,11,0,11
Modoc,21/12/2020,0,0,0,12,0,0,0
Siskiyou,13/04/2021,2,0,2,56,0,0,3
Yolo,05/12/2020,19,0,19,96,11,0,7
Modoc,16/05/2021,0,0,0,12,0,0,0
Trinity,26/04/2021,0,0,0,25,0,0,0
Monterey,17/03/2021,25,0,25,720,4,0,21
San Diego,11/07/2021,99,16,115,6449,22,1,244
Yolo,20/09/2021,15,0,15,129,10,0,0
Riverside,17/08/2021,529,34,563,3462,106,3,83
San Benito,13/05/2021,0,0,0,25,0,0,1
Merced,11/07/2021,5,0,5,271,1,0,16
Nevada,30/10/2020,2,0,2,134,0,0,7
Santa Cruz,18/08/2020,10,10,20,276,2,0,16
Glenn,19/09/2021,3,0,3,47,0,0,0
Yolo,27/09/2020,3,0,3,96,3,0,3
Tehama,03/07/2021,0,0,0,59,0,0,3
Butte,18/04/2020,1,4,,,0,2,11
Mendocino,24/04/2021,0,0,0,93,0,0,4
San Mateo,11/02/2021,93,14,107,723,24,5,21
Riverside,28/06/2020,367,115,482,3976,106,18,96
San Luis Obispo,01/03/2021,12,2,14,460,1,0,30
Sutter,12/06/2021,0,0,0,14,0,0,0
San Joaquin,18/02/2021,129,16,145,904,54,4,11
Yolo,28/05/2021,1,0,1,121,0,0,5
Humboldt,02/09/2020,1,2,3,271,1,0,1
Amador,07/09/2020,2,0,2,51,0,0,4
Nevada,20/08/2021,27,0,27,147,5,0,0
San Joaquin,06/04/2021,63,7,70,893,16,2,6
Kings,17/06/2021,8,0,8,98,3,0,0
Madera,27/08/2021,34,9,43,279,8,0,6
Stanislaus,15/07/2020,193,42,235,1393,45,2,76
Calaveras,19/12/2020,5,0,5,33,3,0,4
Lake,19/11/2020,2,0,2,77,2,0,2
Monterey,29/04/2020,4,3,7,875,3,0,106
Lake,03/08/2021,13,0,13,64,4,0,0
Lake,19/08/2021,20,0,20,64,4,0,0
Madera,15/11/2020,11,13,24,329,3,0,15
Sonoma,30/12/2020,88,2,90,590,18,0,24
Calaveras,29/12/2020,3,0,3,33,1,0,2
Marin,11/02/2021,19,4,23,317,6,0,15
Sonoma,16/06/2021,7,1,8,702,2,0,21
Lake,07/07/2021,2,0,2,65,1,0,0
Tulare,10/01/2021,215,5,220,638,29,1,2
San Mateo,04/08/2020,54,12,66,692,12,2,27
Calaveras,11/12/2020,4,0,4,33,4,0,3
Lassen,17/01/2021,2,0,2,25,0,0,0
Plumas,14/06/2021,0,0,0,35,0,0,0
Kern,06/05/2020,34,7,41,1747,18,0,80
Merced,04/11/2020,8,0,8,272,4,0,11
Santa Barbara,11/12/2020,75,0,75,688,21,0,38
Nevada,04/09/2021,17,0,17,114,4,0,0
Trinity,12/08/2020,0,0,0,25,0,0,0
Lassen,08/06/2021,3,0,3,25,0,0,0
Orange,12/07/2021,119,9,128,5828,25,1,175
Santa Clara,18/09/2020,114,19,133,3097,39,2,97
Napa,25/07/2020,14,3,17,359,6,0,2
Contra Costa,26/01/2021,222,14,236,1309,57,3,27
Orange,21/11/2020,380,39,419,5822,91,7,168
Shasta,15/04/2021,6,0,6,567,0,0,14
Los Angeles,08/08/2020,1514,513,2027,19208,476,66,820
Imperial,29/08/2020,31,0,31,259,8,0,18
Modoc,14/08/2021,0,0,0,12,0,0,0
Monterey,26/07/2020,39,3,42,763,9,1,27
Tehama,29/05/2021,1,0,1,59,0,0,4
Placer,24/11/2020,110,15,125,795,9,2,23
Trinity,25/07/2021,0,0,0,25,0,0,0
Tehama,07/04/2020,0,1,,,0,0,2
Sonoma,18/05/2020,3,20,23,871,2,2,53
Sacramento,30/08/2020,196,31,227,2463,55,2,109
Sonoma,26/04/2021,17,2,19,623,4,0,21
Ventura,14/09/2020,47,17,64,1215,19,5,49
Imperial,29/03/2021,5,0,5,234,2,0,5
Stanislaus,11/04/2020,23,19,,,8,4,44
San Francisco,09/06/2020,37,12,49,2647,13,0,100
Placer,28/02/2021,61,11,72,770,16,0,19
Tuolumne,13/03/2021,3,0,3,84,0,0,2
Butte,14/10/2020,3,0,3,451,2,0,7
Mendocino,30/09/2020,6,1,7,150,2,0,3
Tuolumne,01/09/2020,2,0,2,84,0,0,4
San Francisco,07/01/2021,244,6,250,2064,61,0,37
Orange,14/08/2021,528,12,540,5953,127,1,145
Contra Costa,06/08/2020,98,35,133,1435,43,3,46
Siskiyou,09/06/2021,2,0,2,56,0,0,6
Modoc,04/09/2020,0,0,0,41,0,0,0
San Mateo,03/05/2020,47,14,61,790,16,2,50
Marin,09/01/2021,29,2,31,339,8,0,12
Trinity,05/12/2020,0,0,0,25,0,0,0
Siskiyou,11/10/2020,0,0,0,56,0,0,9
Madera,17/09/2021,29,6,35,278,5,3,2
Calaveras,12/11/2020,0,0,0,33,0,0,4
El Dorado,10/11/2020,4,0,4,189,4,0,4
Tehama,12/10/2020,2,0,2,59,1,0,2
Modoc,17/11/2020,0,1,1,41,0,0,0
Ventura,02/06/2021,18,9,27,1132,3,1,41
Plumas,29/01/2021,0,0,0,35,0,0,0
San Francisco,12/12/2020,130,4,134,1916,35,2,44
Monterey,02/08/2021,21,1,22,736,3,0,32
Riverside,11/11/2020,271,52,323,3439,67,8,65
San Mateo,03/10/2020,29,11,40,705,10,2,34
Los Angeles,16/08/2021,1754,128,1882,19200,397,18,541
Del Norte,15/04/2020,0,0,,,0,1,4
Napa,21/04/2021,5,0,5,195,1,0,13
Tuolumne,01/07/2021,2,0,2,72,2,0,1
Amador,25/03/2021,2,0,2,52,0,0,2
San Joaquin,09/08/2021,166,4,170,951,42,1,2
Tuolumne,21/08/2021,22,0,22,72,4,0,1
San Diego,18/07/2021,157,15,172,6471,37,4,253
San Francisco,14/05/2020,56,38,94,2619,20,10,111
Inyo,10/03/2021,3,0,3,29,0,0,2
San Joaquin,05/02/2021,172,6,178,883,57,0,4
San Joaquin,03/10/2020,38,16,54,1004,12,3,41
Napa,21/10/2020,1,3,4,351,0,0,26
Sacramento,30/01/2021,346,14,360,2641,104,2,54
Calaveras,28/06/2020,1,1,2,50,1,0,10
Trinity,24/01/2021,0,0,0,25,0,0,0
Contra Costa,22/05/2020,11,30,41,1628,5,6,113
Trinity,19/06/2021,0,0,0,25,0,0,0
Del Norte,11/07/2020,0,0,0,51,0,0,0
San Luis Obispo,05/05/2021,3,0,3,460,1,0,18
Santa Barbara,23/06/2020,53,8,61,717,22,2,33
Merced,21/06/2020,9,3,12,242,3,0,3
Tehama,29/06/2021,0,0,0,59,0,0,1
Santa Clara,17/07/2020,153,31,184,3432,46,4,160
Modoc,27/04/2020,0,0,0,12,0,0,
Nevada,29/06/2020,3,4,7,127,2,1,1
Los Angeles,28/07/2020,2022,575,2597,20025,550,71,918
Stanislaus,03/12/2020,218,13,231,1291,49,2,18
El Dorado,12/01/2021,42,0,42,190,9,0,6
Alameda,02/11/2020,69,41,110,2407,17,6,126
Monterey,13/09/2021,35,1,36,716,6,1,22
Mendocino,11/09/2020,3,0,3,150,1,0,6
Riverside,11/05/2020,186,104,290,3935,69,34,184
Glenn,11/05/2020,0,0,0,,0,0,
Imperial,12/01/2021,142,2,144,262,61,0,24
Trinity,14/01/2021,0,0,0,25,0,0,0
Glenn,11/05/2021,0,0,0,47,0,0,0
Nevada,08/08/2020,3,0,3,103,0,0,4
Humboldt,20/11/2020,3,1,4,277,0,0,0
Sutter,19/07/2021,0,0,0,14,0,0,0
Siskiyou,23/08/2021,11,0,11,55,4,0,3
Alameda,09/08/2020,169,45,214,2340,55,2,92
Madera,08/01/2021,45,5,50,282,14,0,2
Napa,01/07/2020,7,1,8,397,7,1,41
Tuolumne,24/12/2020,6,0,6,84,0,0,2
Tuolumne,26/09/2020,1,0,1,84,0,0,0
El Dorado,04/06/2020,1,5,6,199,1,3,7
Monterey,25/09/2021,32,0,32,716,9,0,22
Contra Costa,13/10/2020,21,18,39,1492,7,1,52
Trinity,03/12/2020,0,0,0,25,0,0,0
Orange,02/08/2020,555,50,605,5723,175,8,316
Alameda,26/06/2021,45,25,70,2489,15,2,133
Imperial,16/02/2021,27,1,28,234,16,0,4
Lassen,14/07/2021,1,0,1,25,0,0,0
Sutter,26/05/2020,0,0,0,14,0,0,
Marin,04/12/2020,15,1,16,351,6,0,13
San Bernardino,24/07/2020,607,108,715,3889,177,15,159
Contra Costa,20/07/2020,93,31,124,1579,36,4,143
Alameda,01/12/2020,187,47,234,2552,57,3,75
Riverside,04/10/2020,133,68,201,3361,40,13,112
San Francisco,07/03/2021,47,9,56,2103,15,0,90
Mono,17/04/2020,0,0,,,0,0,2
Solano,01/05/2021,28,8,36,574,3,2,18
Mono,22/06/2020,0,0,0,40,0,0,2
Solano,22/03/2021,23,8,31,564,5,0,19
San Mateo,13/09/2020,43,12,55,695,11,5,39
Ventura,23/09/2020,44,20,64,1260,19,6,54
Tuolumne,09/02/2021,8,0,8,84,1,0,0
San Bernardino,03/04/2020,118,204,,,44,53,57
Butte,21/07/2020,27,1,28,492,9,0,7
Orange,01/02/2021,1330,22,1352,5825,370,1,102
Plumas,22/01/2021,0,0,0,35,0,0,0
Yuba,03/08/2021,29,0,29,261,8,0,7
Napa,16/05/2020,1,3,4,387,1,0,6
Mariposa,20/05/2020,0,2,2,30,0,0,
Nevada,30/06/2021,7,0,7,137,1,0,1
Stanislaus,28/02/2021,111,15,126,1307,31,3,23
Modoc,17/08/2021,0,0,0,12,0,0,0
San Mateo,15/09/2021,38,7,45,712,15,1,16
Modoc,02/11/2020,0,0,0,41,0,0,0
Shasta,14/04/2020,1,4,,,1,2,9
Del Norte,27/02/2021,1,0,1,52,0,0,0
Lassen,27/07/2020,0,0,0,25,0,0,0
Tulare,09/06/2020,36,8,44,743,6,1,12
Tehama,16/06/2021,2,0,2,59,1,0,2
Plumas,30/09/2020,0,0,0,35,0,0,0
Riverside,30/08/2020,210,71,281,3322,73,5,96
Glenn,25/09/2020,0,0,0,47,0,0,0
Riverside,04/09/2021,618,37,655,3494,127,2,66
Butte,06/08/2021,27,0,27,461,2,0,11
Yuba,17/02/2021,29,1,30,261,9,0,2
